P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
SNM-C	MTB-F	SNM-S	0.106554	1.82587	0.0678697	0.0301425	164.275	58.6903	47.3874
SNM-C	TES-C	MTB-F	0.0687161	1.72661	0.084238	0.0793759	107.371	74.7223	65.1134
MTB-F	SNM-C	TES-M	0.139279	2.35474	0.0185359	0.0442962	139.905	66.1023	49.94
SNM-C	MTB-F	TES-S	0.100825	1.65119	0.0986997	0.0305989	164.004	58.5951	47.8616
TRE-F	SNM-C	MTB-F	0.00605942	0.132567	0.894536	0.00660829	121.817	66.4692	65.6685
TRQ-F	SNM-C	MTB-F	0.0509368	1.12298	0.261444	0.0511103	119.702	66.9149	60.4284
SNM-M	MTB-F	SNM-S	0.266668	3.91601	9.0026e-05	0.0956967	101.938	89.5699	51.8561
MTB-F	TES-C	SNM-M	0.0703769	1.15018	0.250068	0.0218751	154.554	61.3684	53.2985
SNM-M	TES-M	MTB-F	0.0494047	0.604813	0.545303	0.00903375	335.78	20.5913	18.6524
SNM-M	MTB-F	TES-S	0.260308	3.78968	0.000150843	0.0977936	99.1127	87.7672	51.5118
MTB-F	TRE-F	SNM-M	0.172645	2.86636	0.00415218	0.056975	139.995	71.3439	50.3365
MTB-F	TRQ-F	SNM-M	0.193987	3.48647	0.000489441	0.0665329	135.274	75.7687	51.1484
MTB-F	TES-C	SNM-S	0.0208368	0.488814	0.624973	0.00666073	172.597	59.2095	56.7924
TES-M	MTB-F	SNM-S	0.25755	3.71425	0.000203805	0.0930948	104.308	89.0014	52.5459
SNM-S	TES-S	MTB-F	0.00436881	0.0874576	0.930308	0.00129171	303.387	33.7184	33.425
TRE-F	MTB-F	SNM-S	0.129561	2.20389	0.0275319	0.0386777	166.841	64.3563	49.593
TRQ-F	MTB-F	SNM-S	0.214874	4.63366	3.59259e-06	0.0594956	164.402	65.6023	42.3962
MTB-F	TES-C	TES-M	0.085473	1.51636	0.129428	0.0270373	152.632	63.2804	53.3147
MTB-F	TES-C	TES-S	0.00788819	0.176906	0.859582	0.00268336	173.289	58.5906	57.6735
TRE-F	TES-C	MTB-F	0.0672703	1.44806	0.147601	0.0815658	112.113	79.9874	69.9042
TRQ-F	TES-C	MTB-F	0.109637	2.54508	0.0109253	0.12666	103.81	83.3838	66.9065
TES-M	MTB-F	TES-S	0.264576	3.91332	9.10374e-05	0.0988908	102.432	87.5367	50.9076
MTB-F	TRE-F	TES-M	0.178137	2.93219	0.00336577	0.0601885	139.364	73.0963	50.9916
MTB-F	TRQ-F	TES-M	0.179728	3.29864	0.000971527	0.062486	135.598	75.6981	52.6334
TRE-F	MTB-F	TES-S	0.120745	2.14178	0.0322112	0.0375814	163.827	62.3925	48.9486
TRQ-F	MTB-F	TES-S	0.168048	3.35088	0.000805549	0.0500864	161.41	62.9105	44.8086
TRQ-F	TRE-F	MTB-F	0.0648711	1.43016	0.152672	0.0501222	162.907	53.6202	47.0872
REN-C	REN-HC	PAS-C	0.0152425	0.223337	0.823274	0.00176021	421.039	19.6757	19.0849
PAS-C	REN-HS	REN-C	0.0758518	1.1363	0.255829	0.0165765	143.984	56.0559	48.1516
PAS-C	REN-S	REN-C	0.172103	2.62212	0.00873834	0.0383659	147.015	62.8229	44.374
RGG-C	PAS-C	REN-C	0.0105736	0.157646	0.874735	0.00128424	262.465	29.714	29.0922
RGG-S	PAS-C	REN-C	0.0316224	0.434966	0.663587	0.00660334	153.185	52.1706	48.9722
SLV-F	PAS-C	REN-C	0.000534201	0.0068847	0.994507	5.32219e-05	311.222	23.9229	23.8974
SLV-M	PAS-C	REN-C	0.0486805	0.585541	0.558184	0.00838378	191.428	42.4555	38.5139
REN-C	PAS-C	SLV-O	0.171017	1.14821	0.250883	0.00502351	137.728	14.4431	10.2245
SNM-C	PAS-C	REN-C	0.0710193	0.949878	0.342174	0.00842427	266.628	30.6058	26.5469
SNM-M	PAS-C	REN-C	0.0284547	0.365575	0.714682	0.00500162	189.603	42.7711	40.4043
PAS-C	SNM-S	REN-C	0.018579	0.230899	0.817394	0.00395456	149.686	51.7994	49.9097
TES-C	PAS-C	REN-C	0.0346754	0.457748	0.647133	0.00438201	259.592	31.6828	29.5592
TES-M	PAS-C	REN-C	0.0453162	0.543242	0.586963	0.00788262	189.652	43.3272	39.5706
PAS-C	TES-S	REN-C	0.0455419	0.561279	0.574607	0.00940689	149.647	52.316	47.7584
TRE-F	PAS-C	REN-C	0.0351069	0.46012	0.64543	0.00365883	296.744	26.0329	24.267
TRQ-F	PAS-C	REN-C	0.105099	1.52592	0.12703	0.0102773	308.409	26.3981	21.377
PAS-C	REN-HS	REN-HC	0.100294	1.71563	0.0862295	0.0239612	143.188	58.8995	48.1619
PAS-C	REN-S	REN-HC	0.191471	3.17477	0.00149956	0.0458924	145.052	64.6177	43.8494
PAS-C	RGG-C	REN-HC	0.0419537	0.648421	0.516713	0.00529536	262.256	29.8773	27.4713
PAS-C	RGG-S	REN-HC	0.0188506	0.260254	0.794668	0.00418281	150.96	51.0736	49.1837
PAS-C	SLV-F	REN-HC	0.0330139	0.448734	0.653624	0.00349108	310.6	24.5891	23.0174
SLV-M	PAS-C	REN-HC	0.0218632	0.263077	0.792491	0.00400887	191.45	41.3178	39.5498
REN-HC	PAS-C	SLV-O	0.163144	1.14539	0.252048	0.00495897	137.042	14.8417	10.6782
SNM-C	PAS-C	REN-HC	0.0395747	0.576616	0.564199	0.00507196	265.159	30.144	27.849
PAS-C	SNM-M	REN-HC	0.0194471	0.250374	0.802298	0.00364445	188.606	42.081	40.4755
PAS-C	SNM-S	REN-HC	0.0663709	0.844283	0.398511	0.0151667	147.259	54.678	47.8717
TES-C	PAS-C	REN-HC	0.00601624	0.0822009	0.934487	0.000807387	257.362	30.655	30.2884
PAS-C	TES-M	REN-HC	0.0263755	0.314348	0.753257	0.00493405	190.243	42.7037	40.5089
PAS-C	TES-S	REN-HC	0.101799	1.30376	0.192315	0.0225562	146.537	55.5609	45.294
PAS-C	TRE-F	REN-HC	0.0140873	0.187429	0.851324	0.001563	294.914	25.4236	24.7173
TRQ-F	PAS-C	REN-HC	0.0450477	0.614119	0.539136	0.00476601	307.449	25.2155	23.0417
REN-HS	REN-S	PAS-C	0.0961003	1.82594	0.0678593	0.0332919	236.239	50.6628	41.7791
PAS-C	RGG-C	REN-HS	0.120451	2.34909	0.0188196	0.0477651	197.735	60.6935	47.6442
REN-HS	RGG-S	PAS-C	0.0831627	1.44384	0.148784	0.0340137	189.674	59.2706	50.1693
PAS-C	SLV-F	REN-HS	0.00640832	0.11735	0.906583	0.00190025	250.98	40.6055	40.0884
SLV-M	PAS-C	REN-HS	0.115285	1.79741	0.0722704	0.0529662	131.123	70.8583	56.2093
REN-HS	PAS-C	SLV-O	0.12387	0.976787	0.328675	0.003443	173.507	13.6084	10.6086
PAS-C	SNM-C	REN-HS	0.0324188	0.568806	0.569488	0.0118851	203.074	51.4356	48.2054
SNM-M	PAS-C	REN-HS	0.143083	2.42093	0.0154807	0.066029	131.313	74.9798	56.2089
REN-HS	SNM-S	PAS-C	0.0371086	0.611714	0.540727	0.0152393	196.42	56.5722	52.5238
PAS-C	TES-C	REN-HS	0.131681	2.5233	0.0116259	0.0551456	193.066	64.3019	49.3377
TES-M	PAS-C	REN-HS	0.133303	2.1878	0.0286839	0.0610105	131.027	73.2624	56.0276
REN-HS	TES-S	PAS-C	0.0574092	1.03668	0.299885	0.0228941	192.959	56.2292	50.1236
PAS-C	TRE-F	REN-HS	0.0313802	0.641282	0.52134	0.00967381	230.614	43.3502	40.7123
TRQ-F	PAS-C	REN-HS	0.054775	1.02362	0.306013	0.016101	247.14	42.7852	38.3415
PAS-C	RGG-C	REN-S	0.116002	2.19634	0.0280676	0.0471956	193.119	63.5726	50.3566
RGG-S	REN-S	PAS-C	0.000302361	0.00502807	0.995988	0.000125227	192.362	53.5521	53.5198
PAS-C	SLV-F	REN-S	0.0147353	0.30141	0.763102	0.00444651	245.303	42.6729	41.4335
SLV-M	PAS-C	REN-S	0.13748	2.09349	0.0363058	0.0613405	125.746	73.9312	56.06
REN-S	PAS-C	SLV-O	0.0166431	0.128687	0.897605	0.000431045	175.827	11.4141	11.0403
PAS-C	SNM-C	REN-S	0.0330148	0.573351	0.566407	0.0124413	197.902	54.2302	50.7638
SNM-M	PAS-C	REN-S	0.172653	2.683	0.00729659	0.0777924	126.399	78.6028	55.457
SNM-S	REN-S	PAS-C	0.028786	0.456373	0.648122	0.0118864	194.634	55.8775	52.7505
PAS-C	TES-C	REN-S	0.135472	2.3815	0.0172423	0.0564767	185.96	65.7676	50.0742
TES-M	PAS-C	REN-S	0.151334	2.38933	0.0168792	0.0683194	125.376	76.2589	56.2116
TES-S	REN-S	PAS-C	0.0238211	0.406483	0.684388	0.00959382	193.857	54.0293	51.5151
PAS-C	TRE-F	REN-S	0.00616051	0.118083	0.906002	0.00193464	226.185	44.1526	43.6119
TRQ-F	PAS-C	REN-S	0.0684721	1.56046	0.118652	0.0198955	241.467	44.6947	38.9663
PAS-C	RGG-C	RGG-S	0.084567	1.66567	0.0957783	0.0258255	194.522	60.4778	51.0466
PAS-C	SLV-F	RGG-C	0.158358	4.64926	3.33127e-06	0.196668	120.353	80.8812	58.7669
RGG-C	PAS-C	SLV-M	0.0610309	1.22297	0.221341	0.0199438	146.456	58.1253	51.4385
RGG-C	PAS-C	SLV-O	0.0138371	0.103171	0.917827	0.000262471	217.859	8.37001	8.14153
RGG-C	SNM-C	PAS-C	0.0383014	0.994254	0.320099	0.0497146	94.4398	78.8835	73.0637
RGG-C	PAS-C	SNM-M	0.0867775	1.76613	0.0773739	0.02619	151.636	58.9613	49.5454
PAS-C	RGG-C	SNM-S	0.121595	2.30118	0.0213812	0.0344791	196.284	61.8811	48.4637
TES-C	RGG-C	PAS-C	0.037795	1.03529	0.300533	0.0441474	122.422	73.1522	67.824
RGG-C	PAS-C	TES-M	0.0698531	1.30016	0.193546	0.0212916	151.542	58.4389	50.8077
PAS-C	RGG-C	TES-S	0.109227	2.20254	0.0276272	0.0327785	194.836	60.935	48.9343
PAS-C	TRE-F	RGG-C	0.138153	3.56517	0.000363621	0.181549	106.192	83.8668	63.5067
PAS-C	TRQ-F	RGG-C	0.0624422	1.57919	0.114293	0.0770763	119.025	73.7961	65.1218
SLV-F	PAS-C	RGG-S	0.00781895	0.138161	0.890113	0.00181802	246.45	42.757	42.0936
SLV-M	PAS-C	RGG-S	0.156101	2.50923	0.0120995	0.0545293	126.8	75.5898	55.1769
RGG-S	PAS-C	SLV-O	0.17442	1.3594	0.174019	0.00489598	173.285	14.3816	10.1098
PAS-C	SNM-C	RGG-S	0.0100374	0.165965	0.868185	0.00285155	197.907	51.7655	50.7366
SNM-M	PAS-C	RGG-S	0.187749	3.13653	0.00170961	0.0656318	126.615	78.9246	53.9732
SNM-S	RGG-S	PAS-C	0.0526525	0.913689	0.36088	0.0149145	325.16	39.4033	35.4615
PAS-C	TES-C	RGG-S	0.121257	2.19363	0.0282621	0.0393252	188.578	65.6868	51.4795
TES-M	PAS-C	RGG-S	0.190616	3.20136	0.00136779	0.067311	128.347	79.8295	54.2684
TES-S	RGG-S	PAS-C	0.0551506	1.0748	0.282464	0.0135782	341.801	34.1045	30.5394
TRE-F	PAS-C	RGG-S	0.00616905	0.115482	0.908063	0.00142822	224.286	42.5547	42.0329
TRQ-F	PAS-C	RGG-S	0.0533949	0.931794	0.351443	0.0121703	241.857	44.3817	39.8824
PAS-C	SLV-F	SLV-M	0.101628	1.88988	0.0587736	0.0289473	191.739	51.2429	41.7883
PAS-C	SLV-F	SLV-O	0.0516076	0.394918	0.692903	0.000840827	230.584	7.43585	6.70602
PAS-C	SLV-F	SNM-C	0.222038	5.94894	2.6988e-09	0.222397	112.024	86.1574	54.8487
PAS-C	SLV-F	SNM-M	0.0720923	1.31436	0.188724	0.0186926	195.047	48.3035	41.8072
PAS-C	SLV-F	SNM-S	0.00983352	0.170672	0.864482	0.00215991	250.503	42.9543	42.1178
PAS-C	SLV-F	TES-C	0.157994	4.13564	3.53964e-05	0.146138	123.161	76.9448	55.9485
PAS-C	SLV-F	TES-M	0.0850518	1.61859	0.105536	0.0221596	196.948	49.1017	41.404
PAS-C	SLV-F	TES-S	0.032591	0.584993	0.558552	0.00753151	246.954	43.6156	40.8624
TRE-F	SLV-F	PAS-C	0.121836	3.07787	0.00208488	0.244334	108.03	76.8785	60.1798
TRQ-F	SLV-F	PAS-C	0.057803	1.61531	0.106243	0.127643	118.805	69.2838	61.7119
SLV-M	PAS-C	SLV-O	0.0969005	0.545271	0.585567	0.00209549	184.23	10.1875	8.38757
SNM-C	PAS-C	SLV-M	0.0384974	0.657138	0.511092	0.0124162	147.388	54.78	50.7186
SNM-M	SLV-M	PAS-C	0.039951	0.578829	0.562705	0.0107035	302.021	29.0628	26.8299
SLV-M	PAS-C	SNM-S	0.132529	2.01128	0.0442955	0.0443194	130.024	73.867	56.5791
TES-C	PAS-C	SLV-M	0.0854989	1.69506	0.0900631	0.0285376	142.219	60.7098	51.1462
TES-M	SLV-M	PAS-C	0.0645427	1.06429	0.287196	0.0155373	302.447	26.9944	23.7211
SLV-M	PAS-C	TES-S	0.132708	2.01095	0.0443312	0.0458533	126.103	72.4156	55.4472
PAS-C	TRE-F	SLV-M	0.0512541	0.966578	0.333755	0.0154358	177.938	51.6225	46.5888
PAS-C	TRQ-F	SLV-M	0.0446197	1.03026	0.302889	0.0129621	187.27	49.6769	45.4331
SNM-C	PAS-C	SLV-O	0.116618	0.769538	0.441574	0.001941	214.152	8.0544	6.37202
SNM-M	PAS-C	SLV-O	0.0809274	0.493372	0.62175	0.00172444	182.399	9.86739	8.38988
SNM-S	PAS-C	SLV-O	0.195202	1.50565	0.132157	0.00579829	174.394	15.5056	10.4408
PAS-C	TES-C	SLV-O	0.0894184	0.682838	0.494709	0.00170806	217.616	9.05192	7.56597
TES-M	PAS-C	SLV-O	0.0573702	0.312983	0.754294	0.00125887	183.272	9.97718	8.89451
TES-S	PAS-C	SLV-O	0.189281	1.44313	0.148983	0.00517783	173.827	14.2295	9.70007
PAS-C	TRE-F	SLV-O	0.0885473	0.646694	0.51783	0.0014794	224.552	7.89071	6.60698
TRQ-F	PAS-C	SLV-O	0.0147487	0.117185	0.906713	0.000244877	232.487	7.30119	7.08896
SNM-C	PAS-C	SNM-M	0.0691178	1.14997	0.250157	0.02105	153.703	57.0838	49.703
PAS-C	SNM-C	SNM-S	0.0503674	0.747055	0.455031	0.0134897	200.103	53.9567	48.782
TES-C	SNM-C	PAS-C	0.072661	1.88304	0.0596945	0.0907095	94.7769	80.646	69.7203
SNM-C	PAS-C	TES-M	0.0456261	0.763994	0.444871	0.0138321	153.346	55.4507	50.6115
PAS-C	SNM-C	TES-S	0.0432714	0.728336	0.466408	0.0122238	197.962	53.0884	48.6845
PAS-C	TRE-F	SNM-C	0.184245	4.66104	3.14618e-06	0.189844	96.898	86.0102	59.2473
PAS-C	TRQ-F	SNM-C	0.166713	4.02883	5.60555e-05	0.168363	108.058	83.3991	59.5651
SNM-M	PAS-C	SNM-S	0.15195	2.37178	0.0177028	0.0509866	130.079	76.8642	56.5864
TES-C	PAS-C	SNM-M	0.140418	2.58094	0.00985323	0.0436097	148.763	64.2156	48.402
TES-M	SNM-M	PAS-C	0.0211822	0.301903	0.762726	0.00464703	317.677	23.7381	22.7533
SNM-M	PAS-C	TES-S	0.154035	2.49918	0.0124482	0.0537798	125.767	75.6225	55.435
TRE-F	PAS-C	SNM-M	0.0200352	0.36858	0.712441	0.00540441	182.914	48.109	46.2192
PAS-C	TRQ-F	SNM-M	0.000158027	0.0033603	0.997319	4.1897e-05	191.525	46.2539	46.2393
PAS-C	TES-C	SNM-S	0.170559	3.07844	0.00208086	0.0512595	189.105	67.7929	48.0371
TES-M	PAS-C	SNM-S	0.14759	2.24656	0.024668	0.04996	130.617	76.859	57.0895
SNM-S	TES-S	PAS-C	0.0116291	0.222778	0.823708	0.00311945	327.229	35.7149	34.8938
PAS-C	TRE-F	SNM-S	0.0279871	0.526244	0.598719	0.00620441	227.973	44.2373	41.8285
TRQ-F	PAS-C	SNM-S	0.0714304	1.22213	0.221659	0.0152022	246.213	45.0456	39.0394
TES-C	PAS-C	TES-M	0.104397	1.88804	0.0590202	0.0328769	148.551	62.5605	50.7331
PAS-C	TES-C	TES-S	0.144509	2.72014	0.00652548	0.0461724	188.619	65.9958	49.3302
PAS-C	TRE-F	TES-C	0.157881	4.19314	2.75117e-05	0.159681	109.335	84.2087	61.2445
PAS-C	TRQ-F	TES-C	0.080751	2.01585	0.0438158	0.0756765	121.595	72.8719	61.9823
TES-M	PAS-C	TES-S	0.162424	2.51136	0.0120268	0.0567853	127.565	76.3087	54.9836
PAS-C	TRE-F	TES-M	0.0144346	0.249993	0.802593	0.00397032	184.239	48.5253	47.1443
PAS-C	TRQ-F	TES-M	0.00407363	0.0902266	0.928107	0.00109644	194.236	47.1607	46.778
PAS-C	TRE-F	TES-S	0.0280953	0.550779	0.581785	0.00646599	225.34	43.182	40.8219
TRQ-F	PAS-C	TES-S	0.0306129	0.551527	0.581272	0.00693123	242.568	42.8885	40.3406
TRE-F	TRQ-F	PAS-C	0.0686531	1.72126	0.0852031	0.140163	106.86	74.2221	64.6856
REN-C	REN-HC	REN-HS	0.090489	1.40863	0.158944	0.0133786	411.612	27.2436	22.7223
REN-C	REN-HC	REN-S	0.0594392	0.930543	0.35209	0.00846884	403.94	26.0598	23.1357
REN-C	REN-HC	RGG-C	0.0638602	0.913042	0.36122	0.00742471	419.399	20.7127	18.2261
REN-C	REN-HC	RGG-S	0.100349	1.34849	0.1775	0.010443	423.495	25.0934	20.5165
REN-C	REN-HC	SLV-F	0.037746	0.558369	0.576592	0.00353513	415.4	19.3859	17.9757
REN-C	REN-HC	SLV-M	0.0598372	0.703874	0.481511	0.00531186	410.629	20.9147	18.553
REN-C	REN-HC	SLV-O	0.0472147	0.276676	0.782029	0.000350427	244.001	3.23016	2.93889
REN-C	REN-HC	SNM-C	0.0688098	0.979521	0.327323	0.00667969	418.034	19.0426	16.5907
REN-C	REN-HC	SNM-M	0.0899574	1.00777	0.313563	0.00731802	409.083	20.4917	17.1092
REN-C	REN-HC	SNM-S	0.119867	1.62132	0.104949	0.012033	414.168	25.4999	20.041
REN-C	REN-HC	TES-C	0.0778552	1.10785	0.267926	0.00835411	421.028	20.7702	17.7697
REN-C	REN-HC	TES-M	0.0831664	1.01061	0.312204	0.00683043	412.807	20.5345	17.3812
REN-C	REN-HC	TES-S	0.126476	1.6809	0.0927822	0.0138916	418.719	26.7532	20.7457
REN-C	REN-HC	TRE-F	0.0896309	1.31485	0.188559	0.00888323	417.594	20.729	17.3187
REN-C	REN-HC	TRQ-F	0.0811476	1.19418	0.232408	0.00795118	422.919	19.8958	16.9092
REN-HS	REN-S	REN-C	0.123636	2.18838	0.0286423	0.0185265	298.9	39.2062	30.5783
RGG-C	REN-HS	REN-C	0.0779076	1.14992	0.250178	0.0178848	158.761	58.9825	50.4564
RGG-S	REN-HS	REN-C	0.142696	2.27775	0.0227417	0.0242033	265.381	46.29	34.729
SLV-F	REN-HS	REN-C	0.0686453	0.958416	0.337853	0.0151141	141.806	55.5626	48.4244
SLV-M	REN-HS	REN-C	0.0958218	1.21977	0.222552	0.0217594	133.682	57.5701	47.5019
REN-C	REN-HS	SLV-O	0.0527369	0.36432	0.715619	0.00168625	137.38	14.0959	12.6836
SNM-C	REN-HS	REN-C	0.118878	1.79553	0.0725699	0.0256291	147.257	57.214	45.0563
SNM-M	REN-HS	REN-C	0.101025	1.44249	0.149165	0.0239912	131.333	60.8891	49.7153
SNM-S	REN-HS	REN-C	0.0866485	1.20583	0.227882	0.0145851	267.959	42.9401	36.092
TES-C	REN-HS	REN-C	0.0975874	1.47008	0.141541	0.0220632	160.524	59.205	48.6771
TES-M	REN-HS	REN-C	0.103413	1.34096	0.179934	0.0238798	132.32	59.7659	48.5633
TES-S	REN-HS	REN-C	0.0511765	0.740762	0.458837	0.00849943	265.885	41.2183	37.2049
TRE-F	REN-HS	REN-C	0.0984421	1.50417	0.132539	0.0214939	145.532	56.9734	46.7615
TRQ-F	REN-HS	REN-C	0.120927	2.00115	0.0453762	0.0260418	139.696	58.039	45.5163
RGG-C	REN-S	REN-C	0.170306	2.44225	0.014596	0.0399284	163.282	65.9544	46.7587
RGG-S	REN-S	REN-C	0.268821	3.88799	0.000101078	0.0460408	268.63	52.3654	30.1764
SLV-F	REN-S	REN-C	0.166942	2.38735	0.0169702	0.037124	145.476	61.8024	44.1196
SLV-M	REN-S	REN-C	0.190284	2.42891	0.0151441	0.0439854	134.703	64.209	43.6796
REN-C	REN-S	SLV-O	0.116366	0.779729	0.43555	0.0034723	140.084	13.9246	11.0217
SNM-C	REN-S	REN-C	0.213674	3.17517	0.00149748	0.0473386	152.054	64.317	41.6703
SNM-M	REN-S	REN-C	0.190877	2.59468	0.00946779	0.045581	131.157	66.7973	45.3844
SNM-S	REN-S	REN-C	0.211816	3.14021	0.00168827	0.0367278	266.421	49.6727	32.3079
TES-C	REN-S	REN-C	0.193543	2.63255	0.0084747	0.0437916	164.266	64.9751	43.9026
TES-M	REN-S	REN-C	0.192401	2.60536	0.00917773	0.0449643	132.82	65.9256	44.6506
TES-S	REN-S	REN-C	0.179554	2.40242	0.0162872	0.0303785	267.899	47.5446	33.0699
TRE-F	REN-S	REN-C	0.19652	2.99671	0.00272908	0.0434871	147.653	63.4419	42.6021
TRQ-F	REN-S	REN-C	0.221184	3.4848	0.000492504	0.0481826	142.161	64.4965	41.1329
RGG-S	RGG-C	REN-C	0.0225842	0.287156	0.773992	0.00483878	165.529	52.987	50.6465
RGG-C	SLV-F	REN-C	0.0162303	0.223633	0.823043	0.00185123	280.458	27.7976	26.9096
SLV-M	RGG-C	REN-C	0.0315663	0.355066	0.72254	0.00600627	191.993	46.0753	43.2555
REN-C	RGG-C	SLV-O	0.17034	1.12515	0.260526	0.0043753	139.563	12.6184	8.94524
SNM-C	RGG-C	REN-C	0.0531007	0.728253	0.466458	0.00610446	282.869	29.125	26.1879
SNM-M	RGG-C	REN-C	0.0179769	0.210834	0.833017	0.00339886	185.916	45.4728	43.8668
RGG-C	SNM-S	REN-C	0.0246304	0.28457	0.775974	0.00525708	163.656	52.2383	49.7269
TES-C	RGG-C	REN-C	0.0230545	0.333551	0.738718	0.00258664	309.788	27.7747	26.5229
TES-M	RGG-C	REN-C	0.0323037	0.37261	0.709439	0.00612016	188.05	46.5379	43.6253
RGG-C	TES-S	REN-C	0.0501149	0.606203	0.54438	0.0106928	163.752	54.2645	49.0852
TRE-F	RGG-C	REN-C	0.00475449	0.0625078	0.950158	0.000558297	280.685	28.4321	28.163
TRQ-F	RGG-C	REN-C	0.0755696	1.05381	0.29197	0.00876518	272.686	30.4178	26.1435
RGG-S	SLV-F	REN-C	0.0350976	0.425834	0.670229	0.00730467	150.46	51.7019	48.1957
SLV-M	RGG-S	REN-C	0.0100836	0.110329	0.912149	0.00227081	141.066	53.2256	52.1629
RGG-S	REN-C	SLV-O	0.0610368	0.427402	0.669086	0.00196923	131.41	14.3538	12.7024
SNM-C	RGG-S	REN-C	0.0209819	0.257283	0.79696	0.00413962	154.546	48.3089	46.3234
SNM-M	RGG-S	REN-C	0.0100595	0.117937	0.906117	0.00230325	137.77	54.4724	53.3874
RGG-S	SNM-S	REN-C	0.0801888	1.13304	0.257197	0.00812791	394.986	26.1309	22.2512
RGG-S	TES-C	REN-C	0.00534466	0.0724376	0.942254	0.00110352	168.697	50.1405	49.6074
TES-M	RGG-S	REN-C	0.0110535	0.118979	0.905292	0.0024943	137.793	54.1146	52.9314
RGG-S	TES-S	REN-C	0.1396	2.27122	0.0231335	0.0127703	412.404	25.1945	19.0219
RGG-S	TRE-F	REN-C	0.0110737	0.137403	0.890712	0.00228731	153.5	50.1797	49.0805
TRQ-F	RGG-S	REN-C	0.0156422	0.21519	0.829619	0.00317975	148.209	50.1561	48.6111
SLV-M	SLV-F	REN-C	0.0479265	0.524431	0.599979	0.00835565	198.455	42.5095	38.6212
REN-C	SLV-F	SLV-O	0.154667	1.0391	0.298759	0.00437719	137.38	13.672	10.0093
SNM-C	SLV-F	REN-C	0.0690178	0.869412	0.384622	0.00766509	291.167	28.3325	24.6741
SNM-M	SLV-F	REN-C	0.0254885	0.28245	0.777598	0.00458551	194.046	43.1854	41.0387
SLV-F	SNM-S	REN-C	0.0129406	0.139646	0.88894	0.00272506	147.975	50.4958	49.2056
TES-C	SLV-F	REN-C	0.0452384	0.540906	0.588573	0.0053212	275.435	29.5328	26.9764
TES-M	SLV-F	REN-C	0.0442697	0.485737	0.627154	0.00782344	194.874	43.5143	39.8249
SLV-F	TES-S	REN-C	0.0390004	0.43199	0.665748	0.00789981	150.427	50.5036	46.7121
TRE-F	SLV-F	REN-C	0.0411351	0.540258	0.589019	0.00362619	334.45	22.024	20.2836
TRQ-F	SLV-F	REN-C	0.111216	1.43509	0.151261	0.00962219	355.823	23.2912	18.629
REN-C	SLV-M	SLV-O	0.189065	0.93195	0.351362	0.00473927	131.251	12.3413	8.41667
SNM-C	SLV-M	REN-C	0.00574725	0.0629234	0.949827	0.00105808	192.661	43.0763	42.584
SLV-M	SNM-M	REN-C	0.0586001	0.564282	0.572562	0.00369825	413.779	15.6678	13.9332
SLV-M	SNM-S	REN-C	0.0665759	0.700039	0.483903	0.0149063	138.444	55.3876	48.473
SLV-M	TES-C	REN-C	0.0141693	0.16038	0.872582	0.00263648	189.931	44.1872	42.9525
SLV-M	TES-M	REN-C	0.0069155	0.0720848	0.942534	0.00037979	415.124	12.9641	12.786
SLV-M	TES-S	REN-C	0.0829082	0.870328	0.384121	0.018424	139.568	56.5948	47.9289
SLV-M	TRE-F	REN-C	0.0159476	0.172913	0.86272	0.0028781	199.191	42.76	41.4175
TRQ-F	SLV-M	REN-C	0.0123787	0.132071	0.894928	0.00217169	200.117	41.8697	40.8458
REN-C	SNM-C	SLV-O	0.148546	0.916173	0.359576	0.00357907	136.781	11.5595	8.56944
REN-C	SNM-M	SLV-O	0.210004	1.13487	0.256429	0.00521323	130.297	12.4153	8.10582
SNM-S	REN-C	SLV-O	0.0595274	0.400618	0.688702	0.00209923	134.364	15.6821	13.92
REN-C	TES-C	SLV-O	0.226483	1.57432	0.115413	0.00632027	139.806	14.3621	9.05787
REN-C	TES-M	SLV-O	0.219308	1.11302	0.265699	0.00551464	130.515	12.7302	8.15079
TES-S	REN-C	SLV-O	0.0561509	0.379403	0.704389	0.0017746	133.515	14.035	12.5427
REN-C	TRE-F	SLV-O	0.229846	1.49754	0.134254	0.00623236	137.651	13.9563	8.73975
REN-C	TRQ-F	SLV-O	0.149244	1.00403	0.315365	0.00425233	136.322	13.6835	10.1296
SNM-C	SNM-M	REN-C	0.0211315	0.24246	0.808424	0.00395685	187.116	44.9131	43.0542
SNM-C	SNM-S	REN-C	0.0733878	0.830141	0.406459	0.0146121	153.574	50.8159	43.8673
SNM-C	TES-C	REN-C	0.0228482	0.282276	0.777732	0.00252394	281.162	27.1542	25.9411
SNM-C	TES-M	REN-C	0.00654077	0.0746992	0.940454	0.00119929	189.318	43.567	43.0008
SNM-C	TES-S	REN-C	0.0996358	1.15096	0.249749	0.0196045	153.78	52.1469	42.6971
SNM-C	TRE-F	REN-C	0.0319924	0.412271	0.680141	0.00357056	289.681	27.5759	25.8662
TRQ-F	SNM-C	REN-C	0.0237787	0.286909	0.774182	0.00259915	289.489	26.9913	25.7374
SNM-M	SNM-S	REN-C	0.0550876	0.609834	0.541972	0.0125963	136.315	56.3228	50.4414
