P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
PAS-C	MTB-F	RGG-S	0.0971092	1.90756	0.0564479	0.0333075	161.97	66.2869	54.5523
PAS-C	SLV-F	MTB-F	0.103197	2.72638	0.00640337	0.0867787	150.284	64.678	52.5775
MTB-F	PAS-C	SLV-M	0.181223	3.55283	0.000381114	0.0654042	126.527	73.9215	51.2394
MTB-F	PAS-C	SLV-O	0.161312	1.13145	0.257867	0.002821	209.927	8.84792	6.38988
PAS-C	SNM-C	MTB-F	0.0789047	1.84929	0.0644154	0.0809637	105.328	75.639	64.5754
MTB-F	PAS-C	SNM-M	0.200404	3.96663	7.28948e-05	0.066791	130.642	74.0673	49.3366
PAS-C	MTB-F	SNM-S	0.152211	2.92961	0.00339383	0.0461816	162.44	68.0438	50.0662
MTB-F	PAS-C	TES-C	0.0508464	1.23692	0.216115	0.0620021	68.0936	98.8302	89.2661
MTB-F	PAS-C	TES-M	0.181997	3.53727	0.000404278	0.0622572	130.996	74.0615	51.2545
PAS-C	MTB-F	TES-S	0.139954	2.66142	0.00778118	0.0458545	160.349	66.7394	50.3521
PAS-C	TRE-F	MTB-F	0.0865848	2.09797	0.0359082	0.0762098	134.763	66.7059	56.0749
PAS-C	TRQ-F	MTB-F	0.0372758	1.01417	0.3105	0.0315526	146.834	61.0751	56.6854
REN-C	REN-HC	MTB-F	0.0876858	1.39977	0.161582	0.0107988	416.978	21.6248	18.1381
MTB-F	REN-HS	REN-C	0.0579004	0.855567	0.392237	0.012403	163.245	53.654	47.7809
MTB-F	REN-S	REN-C	0.156974	2.00822	0.04462	0.0343655	168.205	60.3496	43.9735
RGG-C	MTB-F	REN-C	0.0395476	0.502652	0.615209	0.00545272	258.533	34.5947	31.9625
RGG-S	MTB-F	REN-C	0.0559088	0.681775	0.495381	0.0111826	162.104	50.9576	45.5614
SLV-F	MTB-F	REN-C	0.0233191	0.287144	0.774002	0.00309843	243.593	32.3295	30.856
SLV-M	MTB-F	REN-C	0.0633555	0.711396	0.476839	0.0117915	174.171	46.2194	40.7118
REN-C	MTB-F	SLV-O	0.0586765	0.370093	0.711313	0.00146108	139.091	11.0496	9.82477
SNM-C	MTB-F	REN-C	0.106481	1.54803	0.121614	0.0141493	245.187	35.1784	28.4077
SNM-M	MTB-F	REN-C	0.0488999	0.564519	0.572401	0.00919036	169.44	46.2741	41.9595
MTB-F	SNM-S	REN-C	0.00025831	0.00298266	0.99762	5.28469e-05	163.181	48.5961	48.571
TES-C	MTB-F	REN-C	0.0655876	0.869793	0.384414	0.008908	256.171	34.9358	30.6352
TES-M	MTB-F	REN-C	0.0585241	0.667782	0.504273	0.0110002	172.523	47.0668	41.8623
MTB-F	TES-S	REN-C	0.0170347	0.205822	0.83693	0.00335218	161.407	48.0521	46.4424
TRE-F	MTB-F	REN-C	0.0470188	0.610502	0.541529	0.00634953	243.526	33.9264	30.8793
TRQ-F	MTB-F	REN-C	0.0978791	1.27879	0.20097	0.01266	240.478	34.4108	28.2752
MTB-F	REN-HS	REN-HC	0.0573519	0.849335	0.395695	0.0136401	159.786	55.6114	49.5785
MTB-F	REN-S	REN-HC	0.154143	1.99984	0.0455175	0.0362701	163.721	60.7617	44.5315
RGG-C	MTB-F	REN-HC	0.0283979	0.379324	0.704447	0.00418723	254.569	34.332	32.4359
RGG-S	MTB-F	REN-HC	0.0289164	0.353675	0.723583	0.00628265	157.134	50.0807	47.2658
SLV-F	MTB-F	REN-HC	0.0401462	0.521587	0.601958	0.00551736	238.854	32.1319	29.6516
SLV-M	MTB-F	REN-HC	0.0667587	0.758488	0.448159	0.0128729	170.328	45.3907	39.7095
REN-HC	MTB-F	SLV-O	0.0643283	0.402691	0.687176	0.0016938	137.89	11.7444	10.3248
SNM-C	MTB-F	REN-HC	0.118505	1.59363	0.111019	0.0169418	240.452	36.1802	28.5136
SNM-M	MTB-F	REN-HC	0.0324274	0.373069	0.709097	0.00638959	165.347	44.6954	41.8878
MTB-F	SNM-S	REN-HC	0.0153975	0.179552	0.857504	0.00341232	158.086	50.0577	48.5395
TES-C	MTB-F	REN-HC	0.0736263	1.01674	0.309279	0.0107569	250.867	35.66	30.769
TES-M	MTB-F	REN-HC	0.0199381	0.224774	0.822155	0.00388759	169.019	43.9522	42.2338
MTB-F	TES-S	REN-HC	0.0488223	0.581868	0.560655	0.0105028	156.626	50.7924	46.0637
TRE-F	MTB-F	REN-HC	0.0481678	0.600851	0.547939	0.00692152	238.626	33.9846	30.8611
TRQ-F	MTB-F	REN-HC	0.0935382	1.1601	0.246006	0.0129386	236.114	34.4852	28.5857
REN-HS	REN-S	MTB-F	0.104077	2.22725	0.0259307	0.0459578	210.696	55.0764	44.6927
RGG-C	MTB-F	REN-HS	0.108616	2.29822	0.0215493	0.0500485	180.069	67.0056	53.8759
RGG-S	REN-HS	MTB-F	0.0402764	0.720694	0.471098	0.0203705	171.63	61.1103	56.3783
SLV-F	MTB-F	REN-HS	0.213594	4.28412	1.83467e-05	0.0947847	172.277	73.3368	47.5221
REN-HS	SLV-M	MTB-F	0.067553	1.18706	0.235206	0.0598304	51.3463	104.926	91.6465
REN-HS	MTB-F	SLV-O	0.0239474	0.169614	0.865314	0.000623207	175.959	11.5818	11.04
SNM-C	MTB-F	REN-HS	0.20317	3.57753	0.000346852	0.0880349	169.322	70.4805	46.6776
REN-HS	SNM-M	MTB-F	0.0356379	0.620993	0.534604	0.0321969	51.8405	103.422	96.3042
SNM-S	REN-HS	MTB-F	0.0295053	0.48176	0.629976	0.0151394	175.624	60.3382	56.8797
TES-C	MTB-F	REN-HS	0.0932153	2.03671	0.0416789	0.0444253	176.583	67.4732	55.9667
REN-HS	TES-M	MTB-F	0.0557711	0.985113	0.324569	0.049628	52.0349	105.311	94.1849
TES-S	REN-HS	MTB-F	0.0304948	0.52716	0.598082	0.015296	172.745	59.4642	55.9448
TRE-F	MTB-F	REN-HS	0.192763	3.86412	0.000111491	0.0880542	169.438	74.0362	50.1062
TRQ-F	MTB-F	REN-HS	0.253327	5.1553	2.53219e-07	0.109211	168.209	75.3402	44.8841
RGG-C	MTB-F	REN-S	0.115972	2.37308	0.0176402	0.0525978	173.476	69.186	54.8063
RGG-S	REN-S	MTB-F	0.126212	2.27752	0.0227554	0.0624513	174.404	65.0232	50.4492
SLV-F	MTB-F	REN-S	0.214197	4.14561	3.38915e-05	0.092617	165.881	74.9774	48.5238
REN-S	SLV-M	MTB-F	0.0180164	0.286585	0.77443	0.0166577	51.2062	100.112	96.5689
MTB-F	REN-S	SLV-O	0.104311	0.725285	0.468277	0.00240314	176.966	11.0331	8.94878
SNM-C	MTB-F	REN-S	0.20719	3.58027	0.000343243	0.0874083	162.141	71.6906	47.0821
SNM-M	REN-S	MTB-F	0.0118263	0.188811	0.850241	0.0108506	51.3173	101.684	99.3069
SNM-S	REN-S	MTB-F	0.101604	1.82384	0.0681764	0.0518479	173.896	64.499	52.6012
TES-C	MTB-F	REN-S	0.0935987	2.0308	0.0422758	0.0437103	168.843	68.4781	56.7563
REN-S	TES-M	MTB-F	0.00831328	0.135204	0.892451	0.00761015	51.8023	99.771	98.1258
TES-S	REN-S	MTB-F	0.11462	2.05995	0.039403	0.0568813	173.741	63.9533	50.8003
TRE-F	MTB-F	REN-S	0.218978	4.15947	3.18992e-05	0.0965547	163.667	76.9268	49.2884
TRQ-F	MTB-F	REN-S	0.266877	5.47371	4.40717e-08	0.112177	162.024	77.9748	45.1229
RGG-C	MTB-F	RGG-S	0.0167178	0.318723	0.749937	0.00565074	179.77	59.0588	57.1166
SLV-F	RGG-C	MTB-F	0.0917135	2.16791	0.0301653	0.102366	111.518	78.7633	65.5297
MTB-F	RGG-C	SLV-M	0.129594	2.24062	0.0250504	0.0437588	150.647	66.3817	51.1503
MTB-F	RGG-C	SLV-O	0.160434	1.07682	0.281561	0.00255952	216.191	8.0633	5.83374
SNM-C	RGG-C	MTB-F	0.102585	2.41509	0.0157315	0.113219	107.348	77.1375	62.7837
MTB-F	RGG-C	SNM-M	0.128657	2.14449	0.0319939	0.0398387	156.149	64.921	50.1202
RGG-C	MTB-F	SNM-S	0.0360889	0.714841	0.474708	0.0110372	179.293	59.4798	55.3362
TES-C	RGG-C	MTB-F	0.0286731	0.812059	0.416758	0.0325141	129.922	70.1648	66.2532
MTB-F	RGG-C	TES-M	0.12269	2.18204	0.0291063	0.0394338	155.081	66.3203	51.825
RGG-C	MTB-F	TES-S	0.0343412	0.73253	0.463845	0.0114953	179.008	59.7868	55.8169
TRE-F	RGG-C	MTB-F	0.0913567	2.00576	0.0448814	0.105598	113.24	81.6835	68.0082
MTB-F	TRQ-F	RGG-C	0.105717	3.06603	0.00216923	0.167236	64.2529	104.568	84.5723
SLV-F	MTB-F	RGG-S	0.113005	2.54998	0.0107729	0.0362018	167.87	62.6285	49.911
RGG-S	SLV-M	MTB-F	0.0977283	1.6398	0.101047	0.079723	52.1368	102.272	84.062
RGG-S	MTB-F	SLV-O	0.076847	0.55865	0.576401	0.00208302	175.98	12.708	10.8942
SNM-C	MTB-F	RGG-S	0.0903565	1.52225	0.127946	0.0276381	165.235	58.0581	48.4357
RGG-S	SNM-M	MTB-F	0.0663855	1.15219	0.249242	0.0549468	51.9539	100.976	88.4038
RGG-S	SNM-S	MTB-F	0.0127351	0.2321	0.81646	0.00381159	303.06	35.1721	34.2875
MTB-F	TES-C	RGG-S	0.0256962	0.58346	0.559584	0.00889277	173.711	59.8834	56.883
RGG-S	TES-M	MTB-F	0.0835643	1.39165	0.164029	0.0693066	51.9215	104.075	88.0228
RGG-S	TES-S	MTB-F	0.00801847	0.152844	0.878521	0.00210321	321.477	30.8252	30.3348
TRE-F	MTB-F	RGG-S	0.102782	1.85207	0.0640157	0.0332464	165.696	62.7712	51.0703
TRQ-F	MTB-F	RGG-S	0.143252	3.16592	0.00154593	0.0447581	163.286	63.4488	47.5483
MTB-F	SLV-F	SLV-M	0.253545	4.4795	7.48188e-06	0.0927331	133.405	79.3057	47.2245
MTB-F	SLV-F	SLV-O	0.203326	1.34795	0.177675	0.0036683	214.255	9.43323	6.24537
SNM-C	SLV-F	MTB-F	0.010886	0.232429	0.816205	0.0110341	122.467	64.9092	63.5112
MTB-F	SLV-F	SNM-M	0.251071	4.3041	1.67668e-05	0.0846474	138.126	77.7663	46.5532
SLV-F	MTB-F	SNM-S	0.153132	3.50571	0.00045539	0.0437845	169.168	63.7546	46.8219
SLV-F	TES-C	MTB-F	0.060099	1.3496	0.177143	0.0690345	108.429	78.5423	69.6369
MTB-F	SLV-F	TES-M	0.242166	4.29629	1.73678e-05	0.0833965	138.768	77.9862	47.5787
SLV-F	MTB-F	TES-S	0.121544	2.58871	0.00963375	0.0380417	166.181	61.9433	48.5175
TRE-F	SLV-F	MTB-F	0.0103488	0.217791	0.827592	0.00805712	165.401	51.3934	50.3406
TRQ-F	SLV-F	MTB-F	0.0771107	1.95022	0.0511495	0.052558	185.608	50.0708	42.9016
MTB-F	SLV-M	SLV-O	0.0472975	0.258657	0.7959	0.00105884	177.501	10.0539	9.14583
MTB-F	SNM-C	SLV-M	0.144596	2.40033	0.0163805	0.0484567	134.128	65.4808	48.9365
SNM-M	SLV-M	MTB-F	0.117086	1.45864	0.144664	0.0246629	319.119	25.6589	20.2801
SNM-S	SLV-M	MTB-F	0.0932218	1.59971	0.109664	0.0782125	50.7404	102.919	85.367
MTB-F	TES-C	SLV-M	0.106342	1.8134	0.0697708	0.0352883	147.126	63.2908	51.1237
TES-M	SLV-M	MTB-F	0.0845123	1.19427	0.232371	0.0161383	319.494	22.4284	18.9329
TES-S	SLV-M	MTB-F	0.0922776	1.57382	0.11553	0.0750755	50.3902	100.489	83.5099
MTB-F	TRE-F	SLV-M	0.207132	3.69563	0.000219341	0.0755201	133.685	75.6622	49.6964
MTB-F	TRQ-F	SLV-M	0.211671	4.0529	5.05858e-05	0.0784556	129.831	77.6622	50.528
MTB-F	SNM-C	SLV-O	0.0451276	0.289256	0.772386	0.000607309	207.207	6.087	5.56134
MTB-F	SNM-M	SLV-O	0.0650416	0.375664	0.707167	0.00143753	175.598	10.0748	8.84425
SNM-S	MTB-F	SLV-O	0.0986552	0.654078	0.513061	0.00299056	176.938	14.5149	11.9081
MTB-F	TES-C	SLV-O	0.293045	2.30663	0.0210754	0.00452925	215.738	8.70131	4.75733
MTB-F	TES-M	SLV-O	0.115091	0.610567	0.541486	0.00256835	176.98	10.6998	8.49107
TES-S	MTB-F	SLV-O	0.0868139	0.589163	0.555752	0.00237295	176.869	12.9656	10.8942
MTB-F	TRE-F	SLV-O	0.273238	1.70354	0.0884662	0.00430788	211.491	8.71796	4.97619
MTB-F	TRQ-F	SLV-O	0.156195	1.10313	0.269972	0.00239715	212.871	7.69514	5.61601
MTB-F	SNM-C	SNM-M	0.135253	2.09729	0.0359682	0.0424792	140.843	64.8859	49.425
SNM-C	MTB-F	SNM-S	0.106554	1.82587	0.0678697	0.029853	164.275	58.6903	47.3874
SNM-C	TES-C	MTB-F	0.0687161	1.72661	0.084238	0.0762018	107.371	74.7223	65.1134
MTB-F	SNM-C	TES-M	0.139279	2.35474	0.0185359	0.0448578	139.905	66.1023	49.94
SNM-C	MTB-F	TES-S	0.100825	1.65119	0.0986997	0.0309117	164.004	58.5951	47.8616
TRE-F	SNM-C	MTB-F	0.00605942	0.132567	0.894536	0.00628855	121.817	66.4692	65.6685
TRQ-F	SNM-C	MTB-F	0.0509368	1.12298	0.261444	0.0487442	119.702	66.9149	60.4284
SNM-S	SNM-M	MTB-F	0.0645824	1.14308	0.253004	0.0548381	51.8561	101.938	89.5699
MTB-F	TES-C	SNM-M	0.0703769	1.15018	0.250068	0.0219444	154.554	61.3684	53.2985
SNM-M	TES-M	MTB-F	0.0494047	0.604813	0.545303	0.00883867	335.78	20.5913	18.6524
TES-S	SNM-M	MTB-F	0.0607103	1.02574	0.305015	0.0500582	51.5118	99.1127	87.7672
MTB-F	TRE-F	SNM-M	0.172645	2.86636	0.00415218	0.057173	139.995	71.3439	50.3365
MTB-F	TRQ-F	SNM-M	0.193987	3.48647	0.000489441	0.0667633	135.274	75.7687	51.1484
MTB-F	TES-C	SNM-S	0.0208368	0.488814	0.624973	0.00657845	172.597	59.2095	56.7924
SNM-S	TES-M	MTB-F	0.0791831	1.31314	0.189136	0.0672739	52.5459	104.308	89.0014
SNM-S	TES-S	MTB-F	0.00436881	0.0874576	0.930308	0.00127694	303.387	33.7184	33.425
TRE-F	MTB-F	SNM-S	0.129561	2.20389	0.0275319	0.0382886	166.841	64.3563	49.593
TRQ-F	MTB-F	SNM-S	0.214874	4.63366	3.59259e-06	0.0587729	164.402	65.6023	42.3962
MTB-F	TES-C	TES-M	0.085473	1.51636	0.129428	0.0273343	152.632	63.2804	53.3147
MTB-F	TES-C	TES-S	0.00788819	0.176906	0.859582	0.0027293	173.289	58.5906	57.6735
TRE-F	TES-C	MTB-F	0.0672703	1.44806	0.147601	0.0779025	112.113	79.9874	69.9042
MTB-F	TRQ-F	TES-C	0.109116	2.95835	0.00309291	0.133354	66.9065	103.81	83.3838
TES-S	TES-M	MTB-F	0.0784101	1.32199	0.186172	0.0649469	50.9076	102.432	87.5367
MTB-F	TRE-F	TES-M	0.178137	2.93219	0.00336577	0.0608614	139.364	73.0963	50.9916
MTB-F	TRQ-F	TES-M	0.179728	3.29864	0.000971527	0.063181	135.598	75.6981	52.6334
TRE-F	MTB-F	TES-S	0.120745	2.14178	0.0322112	0.0381331	163.827	62.3925	48.9486
TRQ-F	MTB-F	TES-S	0.168048	3.35088	0.000805549	0.0505902	161.41	62.9105	44.8086
TRQ-F	TRE-F	MTB-F	0.0648711	1.43016	0.152672	0.0478066	162.907	53.6202	47.0872
REN-C	REN-HC	PAS-C	0.0152425	0.223337	0.823274	0.00176182	421.039	19.6757	19.0849
PAS-C	REN-HS	REN-C	0.0758518	1.1363	0.255829	0.016568	143.984	56.0559	48.1516
PAS-C	REN-S	REN-C	0.172103	2.62212	0.00873834	0.0384251	147.015	62.8229	44.374
RGG-C	PAS-C	REN-C	0.0105736	0.157646	0.874735	0.00128529	262.465	29.714	29.0922
RGG-S	PAS-C	REN-C	0.0316224	0.434966	0.663587	0.00660398	153.185	52.1706	48.9722
SLV-F	PAS-C	REN-C	0.000534201	0.0068847	0.994507	5.34149e-05	311.222	23.9229	23.8974
SLV-M	PAS-C	REN-C	0.0486805	0.585541	0.558184	0.00840101	191.428	42.4555	38.5139
REN-C	PAS-C	SLV-O	0.171017	1.14821	0.250883	0.00501281	137.728	14.4431	10.2245
SNM-C	PAS-C	REN-C	0.0710193	0.949878	0.342174	0.00843896	266.628	30.6058	26.5469
SNM-M	PAS-C	REN-C	0.0284547	0.365575	0.714682	0.005015	189.603	42.7711	40.4043
PAS-C	SNM-S	REN-C	0.018579	0.230899	0.817394	0.00395875	149.686	51.7994	49.9097
TES-C	PAS-C	REN-C	0.0346754	0.457748	0.647133	0.00437805	259.592	31.6828	29.5592
TES-M	PAS-C	REN-C	0.0453162	0.543242	0.586963	0.00789894	189.652	43.3272	39.5706
PAS-C	TES-S	REN-C	0.0455419	0.561279	0.574607	0.00941645	149.647	52.316	47.7584
TRE-F	PAS-C	REN-C	0.0351069	0.46012	0.64543	0.00366287	296.744	26.0329	24.267
TRQ-F	PAS-C	REN-C	0.105099	1.52592	0.12703	0.0103027	308.409	26.3981	21.377
PAS-C	REN-HS	REN-HC	0.100294	1.71563	0.0862295	0.0239266	143.188	58.8995	48.1619
PAS-C	REN-S	REN-HC	0.191471	3.17477	0.00149956	0.0457609	145.052	64.6177	43.8494
PAS-C	RGG-C	REN-HC	0.0419537	0.648421	0.516713	0.00527414	262.256	29.8773	27.4713
PAS-C	RGG-S	REN-HC	0.0188506	0.260254	0.794668	0.00416531	150.96	51.0736	49.1837
PAS-C	SLV-F	REN-HC	0.0330139	0.448734	0.653624	0.00347435	310.6	24.5891	23.0174
SLV-M	PAS-C	REN-HC	0.0218632	0.263077	0.792491	0.00399094	191.45	41.3178	39.5498
REN-HC	PAS-C	SLV-O	0.163144	1.14539	0.252048	0.00494816	137.042	14.8417	10.6782
SNM-C	PAS-C	REN-HC	0.0395747	0.576616	0.564199	0.00505154	265.159	30.144	27.849
PAS-C	SNM-M	REN-HC	0.0194471	0.250374	0.802298	0.00362784	188.606	42.081	40.4755
PAS-C	SNM-S	REN-HC	0.0663709	0.844283	0.398511	0.0150952	147.259	54.678	47.8717
TES-C	PAS-C	REN-HC	0.00601624	0.0822009	0.934487	0.000803427	257.362	30.655	30.2884
PAS-C	TES-M	REN-HC	0.0263755	0.314348	0.753257	0.00492234	190.243	42.7037	40.5089
PAS-C	TES-S	REN-HC	0.101799	1.30376	0.192315	0.0224752	146.537	55.5609	45.294
PAS-C	TRE-F	REN-HC	0.0140873	0.187429	0.851324	0.00155758	294.914	25.4236	24.7173
TRQ-F	PAS-C	REN-HC	0.0450477	0.614119	0.539136	0.00474625	307.449	25.2155	23.0417
REN-HS	REN-S	PAS-C	0.0961003	1.82594	0.0678593	0.0332748	236.239	50.6628	41.7791
PAS-C	RGG-C	REN-HS	0.120451	2.34909	0.0188196	0.04696	197.735	60.6935	47.6442
REN-HS	RGG-S	PAS-C	0.0831627	1.44384	0.148784	0.0340669	189.674	59.2706	50.1693
PAS-C	SLV-F	REN-HS	0.00640832	0.11735	0.906583	0.00187167	250.98	40.6055	40.0884
SLV-M	PAS-C	REN-HS	0.115285	1.79741	0.0722704	0.052165	131.123	70.8583	56.2093
REN-HS	PAS-C	SLV-O	0.12387	0.976787	0.328675	0.00343807	173.507	13.6084	10.6086
PAS-C	SNM-C	REN-HS	0.0324188	0.568806	0.569488	0.0117058	203.074	51.4356	48.2054
SNM-M	PAS-C	REN-HS	0.143083	2.42093	0.0154807	0.0653562	131.313	74.9798	56.2089
REN-HS	SNM-S	PAS-C	0.0371086	0.611714	0.540727	0.0153207	196.42	56.5722	52.5238
PAS-C	TES-C	REN-HS	0.131681	2.5233	0.0116259	0.0542263	193.066	64.3019	49.3377
TES-M	PAS-C	REN-HS	0.133303	2.1878	0.0286839	0.0605677	131.027	73.2624	56.0276
REN-HS	TES-S	PAS-C	0.0574092	1.03668	0.299885	0.0228883	192.959	56.2292	50.1236
PAS-C	TRE-F	REN-HS	0.0313802	0.641282	0.52134	0.00951618	230.614	43.3502	40.7123
TRQ-F	PAS-C	REN-HS	0.054775	1.02362	0.306013	0.0157439	247.14	42.7852	38.3415
PAS-C	RGG-C	REN-S	0.116002	2.19634	0.0280676	0.0454709	193.119	63.5726	50.3566
RGG-S	REN-S	PAS-C	0.000302361	0.00502807	0.995988	0.000125598	192.362	53.5521	53.5198
PAS-C	SLV-F	REN-S	0.0147353	0.30141	0.763102	0.00428833	245.303	42.6729	41.4335
SLV-M	PAS-C	REN-S	0.13748	2.09349	0.0363058	0.0600764	125.746	73.9312	56.06
REN-S	PAS-C	SLV-O	0.0166431	0.128687	0.897605	0.000430403	175.827	11.4141	11.0403
PAS-C	SNM-C	REN-S	0.0330148	0.573351	0.566407	0.0119974	197.902	54.2302	50.7638
SNM-M	PAS-C	REN-S	0.172653	2.683	0.00729659	0.0757031	126.399	78.6028	55.457
SNM-S	REN-S	PAS-C	0.028786	0.456373	0.648122	0.0120171	194.634	55.8775	52.7505
PAS-C	TES-C	REN-S	0.135472	2.3815	0.0172423	0.0544223	185.96	65.7676	50.0742
TES-M	PAS-C	REN-S	0.151334	2.38933	0.0168792	0.0666022	125.376	76.2589	56.2116
TES-S	REN-S	PAS-C	0.0238211	0.406483	0.684388	0.00964575	193.857	54.0293	51.5151
PAS-C	TRE-F	REN-S	0.00616051	0.118083	0.906002	0.0018647	226.185	44.1526	43.6119
TRQ-F	PAS-C	REN-S	0.0684721	1.56046	0.118652	0.0193254	241.467	44.6947	38.9663
PAS-C	RGG-C	RGG-S	0.084567	1.66567	0.0957783	0.0264708	194.522	60.4778	51.0466
PAS-C	SLV-F	RGG-C	0.158358	4.64926	3.33127e-06	0.198521	120.353	80.8812	58.7669
RGG-C	PAS-C	SLV-M	0.0610309	1.22297	0.221341	0.0199573	146.456	58.1253	51.4385
RGG-C	PAS-C	SLV-O	0.0138371	0.103171	0.917827	0.000261978	217.859	8.37001	8.14153
RGG-C	SNM-C	PAS-C	0.0383014	0.994254	0.320099	0.0477329	94.4398	78.8835	73.0637
RGG-C	PAS-C	SNM-M	0.0867775	1.76613	0.0773739	0.0263431	151.636	58.9613	49.5454
PAS-C	RGG-C	SNM-S	0.121595	2.30118	0.0213812	0.0340948	196.284	61.8811	48.4637
TES-C	RGG-C	PAS-C	0.037795	1.03529	0.300533	0.0430722	122.422	73.1522	67.824
RGG-C	PAS-C	TES-M	0.0698531	1.30016	0.193546	0.0215512	151.542	58.4389	50.8077
PAS-C	RGG-C	TES-S	0.109227	2.20254	0.0276272	0.0331649	194.836	60.935	48.9343
RGG-C	PAS-C	TRE-F	0.117467	3.09713	0.00195406	0.157148	63.5067	106.192	83.8668
PAS-C	TRQ-F	RGG-C	0.0624422	1.57919	0.114293	0.0778018	119.025	73.7961	65.1218
SLV-F	PAS-C	RGG-S	0.00781895	0.138161	0.890113	0.00186454	246.45	42.757	42.0936
SLV-M	PAS-C	RGG-S	0.156101	2.50923	0.0120995	0.055984	126.8	75.5898	55.1769
RGG-S	PAS-C	SLV-O	0.17442	1.3594	0.174019	0.00488773	173.285	14.3816	10.1098
PAS-C	SNM-C	RGG-S	0.0100374	0.165965	0.868185	0.00292341	197.907	51.7655	50.7366
SNM-M	PAS-C	RGG-S	0.187749	3.13653	0.00170961	0.0673656	126.615	78.9246	53.9732
SNM-S	RGG-S	PAS-C	0.0526525	0.913689	0.36088	0.0150826	325.16	39.4033	35.4615
PAS-C	TES-C	RGG-S	0.121257	2.19363	0.0282621	0.0403577	188.578	65.6868	51.4795
TES-M	PAS-C	RGG-S	0.190616	3.20136	0.00136779	0.0687416	128.347	79.8295	54.2684
TES-S	RGG-S	PAS-C	0.0551506	1.0748	0.282464	0.0136618	341.801	34.1045	30.5394
TRE-F	PAS-C	RGG-S	0.00616905	0.115482	0.908063	0.00146472	224.286	42.5547	42.0329
TRQ-F	PAS-C	RGG-S	0.0533949	0.931794	0.351443	0.012494	241.857	44.3817	39.8824
PAS-C	SLV-F	SLV-M	0.101628	1.88988	0.0587736	0.0290082	191.739	51.2429	41.7883
PAS-C	SLV-F	SLV-O	0.0516076	0.394918	0.692903	0.000839054	230.584	7.43585	6.70602
SNM-C	PAS-C	SLV-F	0.130521	3.13272	0.00173195	0.16668	54.8487	112.024	86.1574
PAS-C	SLV-F	SNM-M	0.0720923	1.31436	0.188724	0.0188167	195.047	48.3035	41.8072
PAS-C	SLV-F	SNM-S	0.00983352	0.170672	0.864482	0.00213421	250.503	42.9543	42.1178
PAS-C	SLV-F	TES-C	0.157994	4.13564	3.53964e-05	0.142783	123.161	76.9448	55.9485
PAS-C	SLV-F	TES-M	0.0850518	1.61859	0.105536	0.0223489	196.948	49.1017	41.404
PAS-C	SLV-F	TES-S	0.032591	0.584993	0.558552	0.00761986	246.954	43.6156	40.8624
TRE-F	SLV-F	PAS-C	0.121836	3.07787	0.00208488	0.227897	108.03	76.8785	60.1798
TRQ-F	SLV-F	PAS-C	0.057803	1.61531	0.106243	0.122815	118.805	69.2838	61.7119
SLV-M	PAS-C	SLV-O	0.0969005	0.545271	0.585567	0.00209299	184.23	10.1875	8.38757
SNM-C	PAS-C	SLV-M	0.0384974	0.657138	0.511092	0.0124222	147.388	54.78	50.7186
SNM-M	SLV-M	PAS-C	0.039951	0.578829	0.562705	0.0107111	302.021	29.0628	26.8299
SLV-M	PAS-C	SNM-S	0.132529	2.01128	0.0442955	0.0436147	130.024	73.867	56.5791
TES-C	PAS-C	SLV-M	0.0854989	1.69506	0.0900631	0.0285599	142.219	60.7098	51.1462
TES-M	SLV-M	PAS-C	0.0645427	1.06429	0.287196	0.0155139	302.447	26.9944	23.7211
SLV-M	PAS-C	TES-S	0.132708	2.01095	0.0443312	0.0461335	126.103	72.4156	55.4472
PAS-C	TRE-F	SLV-M	0.0512541	0.966578	0.333755	0.015468	177.938	51.6225	46.5888
PAS-C	TRQ-F	SLV-M	0.0446197	1.03026	0.302889	0.0129929	187.27	49.6769	45.4331
SNM-C	PAS-C	SLV-O	0.116618	0.769538	0.441574	0.00193759	214.152	8.0544	6.37202
SNM-M	PAS-C	SLV-O	0.0809274	0.493372	0.62175	0.00172201	182.399	9.86739	8.38988
SNM-S	PAS-C	SLV-O	0.195202	1.50565	0.132157	0.00578891	174.394	15.5056	10.4408
PAS-C	TES-C	SLV-O	0.0894184	0.682838	0.494709	0.0017049	217.616	9.05192	7.56597
TES-M	PAS-C	SLV-O	0.0573702	0.312983	0.754294	0.00125745	183.272	9.97718	8.89451
TES-S	PAS-C	SLV-O	0.189281	1.44313	0.148983	0.00516962	173.827	14.2295	9.70007
PAS-C	TRE-F	SLV-O	0.0885473	0.646694	0.51783	0.00147661	224.552	7.89071	6.60698
TRQ-F	PAS-C	SLV-O	0.0147487	0.117185	0.906713	0.000244415	232.487	7.30119	7.08896
SNM-C	PAS-C	SNM-M	0.0691178	1.14997	0.250157	0.0210809	153.703	57.0838	49.703
PAS-C	SNM-C	SNM-S	0.0503674	0.747055	0.455031	0.0133386	200.103	53.9567	48.782
TES-C	SNM-C	PAS-C	0.072661	1.88304	0.0596945	0.0879813	94.7769	80.646	69.7203
SNM-C	PAS-C	TES-M	0.0456261	0.763994	0.444871	0.0140072	153.346	55.4507	50.6115
PAS-C	SNM-C	TES-S	0.0432714	0.728336	0.466408	0.0123601	197.962	53.0884	48.6845
